Index,TimeStamp,ECG Value
1151,19:6:14:110,395
1152,19:6:14:120,384
1153,19:6:14:130,377
1154,19:6:14:140,372
1155,19:6:14:150,365
1156,19:6:14:160,363
1157,19:6:14:170,368
1158,19:6:14:180,371
1159,19:6:14:190,376
1160,19:6:14:200,378
1161,19:6:14:210,376
1162,19:6:14:220,433
1163,19:6:14:230,388
1164,19:6:14:240,396
1165,19:6:14:250,397
1166,19:6:15:0,394
1167,19:6:15:10,390
1168,19:6:15:20,380
1169,19:6:15:30,360
1170,19:6:15:40,353
1171,19:6:15:50,349
1172,19:6:15:60,350
1173,19:6:15:70,343
1174,19:6:15:80,338
1175,19:6:15:90,333
1176,19:6:15:100,392
1177,19:6:15:110,467
1178,19:6:15:120,425
1179,19:6:15:130,373
1180,19:6:15:140,350
1181,19:6:15:150,339
1182,19:6:15:160,335
1183,19:6:15:170,336
1184,19:6:15:180,336
1185,19:6:15:190,334
1186,19:6:15:200,333
1187,19:6:15:210,337
1188,19:6:15:220,336
1189,19:6:15:230,342
1190,19:6:15:240,345
1191,19:6:15:250,352
1192,19:6:15:260,353
1193,19:6:15:270,355
1194,19:6:15:280,371
1195,19:6:15:290,373
1196,19:6:15:300,366
1197,19:6:15:310,355
1198,19:6:15:320,353
1199,19:6:15:330,340
